post_url,comment_text,author,timestamp,likes
https://www.facebook.com/reel/714510161517877/,Yummy and tasty recipe sir ❤️❤️,Pooja Ambekar,2026-01-11T13:14:46.000Z,0
https://www.facebook.com/reel/714510161517877/,Yummy 😋,Madhulita Bhanja,2026-01-23T16:03:19.000Z,0
https://www.facebook.com/reel/714510161517877/,Nice.,Neela Joshi,2026-01-16T08:03:11.000Z,0
https://www.facebook.com/reel/714510161517877/,Yummy,Sanju Acharya,2026-01-09T13:54:35.000Z,0
https://www.facebook.com/reel/714510161517877/,Very nice!,Sharda Ghodekar,2026-01-09T15:33:06.000Z,0
https://www.facebook.com/reel/1439515190876290/,Lovely,Renu Singh,2026-01-09T14:11:38.000Z,0
https://www.facebook.com/reel/1439515190876290/,Yummy,Rashmi Vishwakarma,2026-01-09T10:04:16.000Z,0
https://www.facebook.com/reel/1439515190876290/,Look nice.,Neela Joshi,2026-01-15T09:57:31.000Z,0
https://www.facebook.com/reel/1439515190876290/,I love them,Caroline Paltanwala,2026-01-09T09:49:02.000Z,2
https://www.facebook.com/reel/1439515190876290/,Super👌👌,Satnam Kaur,2026-01-09T12:55:13.000Z,0
https://www.facebook.com/reel/1439515190876290/,So nice,Manju Singh,2026-01-09T10:09:40.000Z,0
https://www.facebook.com/reel/1439515190876290/,How to make peanut sauce,Monica Sobhani,2026-01-09T09:53:46.000Z,0
https://www.facebook.com/FoodFood/videos/828603016468520/,Good morning :)Good morning :),Tanusree Mukherjee,2025-12-03T03:46:15.000Z,1
https://www.facebook.com/HebbarsKitchen/posts/pfbid02DRBKdQzDem5pUFpqqH7yNqD77JHLGpTCas7KuCFNqgHSRwDpVvvHerrUh8MtqVYSl,FULL DETAILED VIDEO: youtu.be/I6DgNRcVN84?si=p9wK8N-lxhHqCQz2,Hebbar's Kitchen,2026-01-08T01:48:40.000Z,2
https://www.facebook.com/HebbarsKitchen/posts/pfbid02DRBKdQzDem5pUFpqqH7yNqD77JHLGpTCas7KuCFNqgHSRwDpVvvHerrUh8MtqVYSl,❣️❣️❣️❣️❣️,भार्गवगिरी गोस्वामी,2026-01-08T22:41:38.000Z,0
https://www.facebook.com/HebbarsKitchen/posts/pfbid02DRBKdQzDem5pUFpqqH7yNqD77JHLGpTCas7KuCFNqgHSRwDpVvvHerrUh8MtqVYSl,Very nice 👌,Partha Pratim Ray,2026-01-09T19:07:29.000Z,0
https://www.facebook.com/HebbarsKitchen/posts/pfbid02DRBKdQzDem5pUFpqqH7yNqD77JHLGpTCas7KuCFNqgHSRwDpVvvHerrUh8MtqVYSl,Very nice,Nagamani Juluru,2026-01-10T10:42:36.000Z,0
https://www.facebook.com/reel/1216351369937984/,Yummy 😋,Amitkumar Sharma,2026-01-14T17:26:18.000Z,0
https://www.facebook.com/reel/813934391664035/,Touch.... everything...,Karl Commodore,2025-12-25T17:08:29.000Z,2
https://www.facebook.com/reel/813934391664035/,Speedy 💩 🍔 Burger,John Yanguren,2025-12-25T09:59:32.000Z,0
https://www.facebook.com/reel/813934391664035/,How come the other guys aren't wearing those things on their head. I don't want to be disrespectful and call it a turban. When that may not be what it is.,Jase Adamson,2025-12-25T17:28:12.000Z,1
https://www.facebook.com/reel/813934391664035/,Respect that these cooks have hairnets on. Great looking burgers 🍔,Rod Etter,2025-12-25T10:54:42.000Z,1
https://www.facebook.com/reel/813934391664035/,焼きそばパンだ!,Taihei Shibata,2025-12-26T05:29:02.000Z,0
https://www.facebook.com/reel/813934391664035/,Handsome guy 🙂,Kristina Poš,2025-12-26T11:28:39.000Z,0
https://www.facebook.com/reel/813934391664035/,Oyyt,Devprased Adhikari,2026-01-19T05:58:20.000Z,0
https://www.facebook.com/reel/813934391664035/,I like burger,Suraj Chauhan,2025-12-26T17:11:08.000Z,0
https://www.facebook.com/reel/813934391664035/,Rii Rie,Isha Kwd,2025-12-25T19:51:30.000Z,0
https://www.facebook.com/reel/813934391664035/,हर जगह गंदगी और गंदे हाथ का स्पर्श,Erfan Brzanji,2025-12-25T21:52:18.000Z,0
https://www.facebook.com/ChefSanjeevKapoor/posts/pfbid0ojyDNbfrergFhCHN9RWUP4j2iZpdhiM1o1LKUksmi3RNCamP8xDFMJxCZjdiuDyyl,Happy Borthday dear 😘 💖 🎂🍫🍰👌🥳,Bhavna Madnani,2026-01-15T07:39:30.000Z,0
https://www.facebook.com/ChefSanjeevKapoor/posts/pfbid0ojyDNbfrergFhCHN9RWUP4j2iZpdhiM1o1LKUksmi3RNCamP8xDFMJxCZjdiuDyyl,Happy birthday Farah Khan! I hope your day is as vibrant and amazing as you are! Here's to another year of making everyone laugh and dance like nobody's watching 🎂,Nama Bhana,2026-01-09T15:36:51.000Z,0
https://www.facebook.com/ChefSanjeevKapoor/posts/pfbid0ojyDNbfrergFhCHN9RWUP4j2iZpdhiM1o1LKUksmi3RNCamP8xDFMJxCZjdiuDyyl,Happy Birthday,Prince Kumar,2026-01-09T19:54:09.000Z,0
https://www.facebook.com/ChefSanjeevKapoor/posts/pfbid0ojyDNbfrergFhCHN9RWUP4j2iZpdhiM1o1LKUksmi3RNCamP8xDFMJxCZjdiuDyyl,Happy birthday ma'am,Sharvan Jha,2026-01-09T13:20:23.000Z,0
https://www.facebook.com/ChefSanjeevKapoor/posts/pfbid0ojyDNbfrergFhCHN9RWUP4j2iZpdhiM1o1LKUksmi3RNCamP8xDFMJxCZjdiuDyyl,Best wishes,Amala Chendvankar,2026-01-10T02:30:44.000Z,0
https://www.facebook.com/ChefSanjeevKapoor/posts/pfbid0ojyDNbfrergFhCHN9RWUP4j2iZpdhiM1o1LKUksmi3RNCamP8xDFMJxCZjdiuDyyl,Guru je namaskar main aapka ek acchi love kya main aapse baat kar sakta hun,Tarak Viswas,2026-01-10T10:45:42.000Z,0
https://www.facebook.com/ChefSanjeevKapoor/posts/pfbid0ojyDNbfrergFhCHN9RWUP4j2iZpdhiM1o1LKUksmi3RNCamP8xDFMJxCZjdiuDyyl,Happy birthday,Shruti Rawat,2026-01-12T06:08:07.000Z,0
https://www.facebook.com/ChefSanjeevKapoor/posts/pfbid0ojyDNbfrergFhCHN9RWUP4j2iZpdhiM1o1LKUksmi3RNCamP8xDFMJxCZjdiuDyyl,Happy blessed Birthday 🥳🎂👏💖,Bhavna VJ Jamnadas,2026-01-15T14:58:22.000Z,0
https://www.facebook.com/ChefSanjeevKapoor/posts/pfbid0ojyDNbfrergFhCHN9RWUP4j2iZpdhiM1o1LKUksmi3RNCamP8xDFMJxCZjdiuDyyl,Jai shree ram 🙏❤️ sir/madam ji ❤️,Siknder Gupta,2026-01-10T02:30:16.000Z,0
https://www.facebook.com/ChefSanjeevKapoor/posts/pfbid0ojyDNbfrergFhCHN9RWUP4j2iZpdhiM1o1LKUksmi3RNCamP8xDFMJxCZjdiuDyyl,Love ❤️,Monis Kareem,2026-01-09T13:28:52.000Z,0
https://www.facebook.com/HebbarsKitchen/posts/pfbid02deAbyW1hHY7yqV8edfdHHv1t8VLGN8ELiLpVb425cWAYaBpq4XULfTTFmRKXg3mMl,FULL DETAILED VIDEO: youtu.be/wEtins3VTlY,Hebbar's Kitchen,2026-01-07T04:03:11.000Z,1
https://www.facebook.com/HebbarsKitchen/posts/pfbid02deAbyW1hHY7yqV8edfdHHv1t8VLGN8ELiLpVb425cWAYaBpq4XULfTTFmRKXg3mMl,❣️❣️❣️❣️❣️,भार्गवगिरी गोस्वामी,2026-01-08T22:41:54.000Z,0
https://www.facebook.com/HebbarsKitchen/posts/pfbid02deAbyW1hHY7yqV8edfdHHv1t8VLGN8ELiLpVb425cWAYaBpq4XULfTTFmRKXg3mMl,Delicious,Nagamani Juluru,2026-01-10T10:57:48.000Z,0
https://www.facebook.com/HebbarsKitchen/posts/pfbid02deAbyW1hHY7yqV8edfdHHv1t8VLGN8ELiLpVb425cWAYaBpq4XULfTTFmRKXg3mMl,Yummy 😋,Partha Pratim Ray,2026-01-13T18:42:16.000Z,0
https://www.facebook.com/reel/889393936883668/,Happy lohri 🙏🏻 all,Maya Pun,2026-01-13T14:07:31.000Z,0
https://www.facebook.com/reel/889393936883668/,Very good 👍,Kishor India,2026-01-13T21:01:16.000Z,0
https://www.facebook.com/reel/1548416143029282/,Gjb mehnat h,Surekha Sharan,2025-12-26T14:10:31.000Z,0
https://www.facebook.com/reel/1548416143029282/,Looks like a chill job,Romeo Ramrod,2025-12-27T04:49:38.000Z,0
https://www.facebook.com/reel/1548416143029282/,"🤦🏻 Un kirchnerista en Argentina, viendo ""esto"" 🤔
Diría que es IA ! 🤣😂",Patri Avalos,2025-12-26T14:12:32.000Z,0
https://www.facebook.com/reel/1312657634002195/,Yummy,Nagamani Juluru,2026-01-08T11:06:10.000Z,0
https://www.facebook.com/reel/1312657634002195/,Yummy!!!,Seetha Venugopal,2026-01-08T12:12:31.000Z,1
https://www.facebook.com/reel/1312657634002195/,Yummy 😋,Srikumar Nair,2026-01-08T16:59:36.000Z,0
https://www.facebook.com/reel/1312657634002195/,Superb 😋,Bader Unnisa Begum,2026-01-08T17:50:00.000Z,0
